timestamp,symbol,price
2025-09-21T22:58:50.781440,AAPL,152.26
2025-09-21T22:58:50.781498,AAPL,153.38
2025-09-21T22:58:50.781509,AAPL,154.63
2025-09-21T22:58:50.781515,AAPL,154.54
2025-09-21T22:58:50.781536,AAPL,155.45
2025-09-21T22:58:50.781542,AAPL,156.27
2025-09-21T22:58:50.781548,AAPL,154.04
2025-09-21T22:58:50.781556,AAPL,154.3
2025-09-21T22:58:50.781563,AAPL,155.37
2025-09-21T22:58:50.781587,AAPL,155.54
2025-09-21T22:58:50.781597,AAPL,156.55
2025-09-21T22:58:50.781604,AAPL,156.89
2025-09-21T22:58:50.781611,AAPL,159.41
2025-09-21T22:58:50.781617,AAPL,158.53
2025-09-21T22:58:50.781623,AAPL,160.22
2025-09-21T22:58:50.781628,AAPL,160.75
2025-09-21T22:58:50.781635,AAPL,162.07
2025-09-21T22:58:50.781641,AAPL,162.33
2025-09-21T22:58:50.781647,AAPL,163.98
2025-09-21T22:58:50.781652,AAPL,162.47
2025-09-21T22:58:50.781658,AAPL,162.11
2025-09-21T22:58:50.781665,AAPL,161.16
2025-09-21T22:58:50.781670,AAPL,159.93
2025-09-21T22:58:50.781676,AAPL,161.69
2025-09-21T22:58:50.781682,AAPL,160.66
2025-09-21T22:58:50.781688,AAPL,161.34
2025-09-21T22:58:50.781694,AAPL,162.95
2025-09-21T22:58:50.781699,AAPL,163.65
2025-09-21T22:58:50.781706,AAPL,164.6
2025-09-21T22:58:50.781711,AAPL,168.67
2025-09-21T22:58:50.781717,AAPL,169.69
2025-09-21T22:58:50.781723,AAPL,170.19
2025-09-21T22:58:50.781729,AAPL,170.4
2025-09-21T22:58:50.781734,AAPL,168.77
2025-09-21T22:58:50.781740,AAPL,166.92
2025-09-21T22:58:50.781746,AAPL,167.12
2025-09-21T22:58:50.781752,AAPL,166.76
2025-09-21T22:58:50.781758,AAPL,168.39
2025-09-21T22:58:50.781764,AAPL,170.07
2025-09-21T22:58:50.781769,AAPL,169.27
2025-09-21T22:58:50.781775,AAPL,170.63
2025-09-21T22:58:50.781781,AAPL,171.52
2025-09-21T22:58:50.781787,AAPL,170.12
2025-09-21T22:58:50.781792,AAPL,168.02
2025-09-21T22:58:50.781798,AAPL,167.3
2025-09-21T22:58:50.781804,AAPL,169.4
2025-09-21T22:58:50.781810,AAPL,168.44
2025-09-21T22:58:50.781815,AAPL,169.19
2025-09-21T22:58:50.781822,AAPL,168.5
2025-09-21T22:58:50.781827,AAPL,168.17
2025-09-21T22:58:50.781833,AAPL,168.59
2025-09-21T22:58:50.781839,AAPL,169.64
2025-09-21T22:58:50.781844,AAPL,171.93
2025-09-21T22:58:50.781850,AAPL,172.03
2025-09-21T22:58:50.781856,AAPL,176.26
2025-09-21T22:58:50.781862,AAPL,178.57
2025-09-21T22:58:50.781867,AAPL,179.39
2025-09-21T22:58:50.781873,AAPL,179.91
2025-09-21T22:58:50.781879,AAPL,178.08
2025-09-21T22:58:50.781884,AAPL,177.72
2025-09-21T22:58:50.781890,AAPL,179.19
2025-09-21T22:58:50.781896,AAPL,176.84
2025-09-21T22:58:50.781902,AAPL,175.41
2025-09-21T22:58:50.781907,AAPL,172.94
2025-09-21T22:58:50.781914,AAPL,171.3
2025-09-21T22:58:50.781919,AAPL,173.72
2025-09-21T22:58:50.781925,AAPL,175.87
2025-09-21T22:58:50.781931,AAPL,175.02
2025-09-21T22:58:50.781936,AAPL,173.36
2025-09-21T22:58:50.781942,AAPL,176.25
2025-09-21T22:58:50.781948,AAPL,175.72
2025-09-21T22:58:50.781953,AAPL,177.26
2025-09-21T22:58:50.781959,AAPL,179.29
2025-09-21T22:58:50.781965,AAPL,177.01
2025-09-21T22:58:50.781971,AAPL,175.8
2025-09-21T22:58:50.781977,AAPL,173.85
2025-09-21T22:58:50.781983,AAPL,173.32
2025-09-21T22:58:50.781989,AAPL,176.04
2025-09-21T22:58:50.781995,AAPL,176.49
2025-09-21T22:58:50.782001,AAPL,177.47
2025-09-21T22:58:50.782007,AAPL,178.87
2025-09-21T22:58:50.782013,AAPL,181.22
2025-09-21T22:58:50.782019,AAPL,180.88
2025-09-21T22:58:50.782024,AAPL,182.57
2025-09-21T22:58:50.782030,AAPL,183.67
2025-09-21T22:58:50.782035,AAPL,186.39
2025-09-21T22:58:50.782041,AAPL,186.67
2025-09-21T22:58:50.782047,AAPL,187.32
2025-09-21T22:58:50.782053,AAPL,185.41
2025-09-21T22:58:50.782059,AAPL,186.87
2025-09-21T22:58:50.782065,AAPL,186.35
2025-09-21T22:58:50.782070,AAPL,185.69
2025-09-21T22:58:50.782077,AAPL,186.31
2025-09-21T22:58:50.782082,AAPL,185.39
2025-09-21T22:58:50.782089,AAPL,188.22
2025-09-21T22:58:50.782094,AAPL,191.18
2025-09-21T22:58:50.782100,AAPL,190.48
2025-09-21T22:58:50.782116,AAPL,191.75
2025-09-21T22:58:50.782122,AAPL,194.08
2025-09-21T22:58:50.782128,AAPL,193.89
2025-09-21T22:58:50.782134,AAPL,192.98
2025-09-21T22:58:50.782139,AAPL,192.97
2025-09-21T22:58:50.782145,AAPL,192.93
2025-09-21T22:58:50.782154,AAPL,193.93
2025-09-21T22:58:50.782160,AAPL,195.37
2025-09-21T22:58:50.782174,AAPL,195.32
2025-09-21T22:58:50.782180,AAPL,193.14
2025-09-21T22:58:50.782268,AAPL,191.58
2025-09-21T22:58:50.782314,AAPL,193.42
2025-09-21T22:58:50.782322,AAPL,193.29
2025-09-21T22:58:50.782330,AAPL,194.55
2025-09-21T22:58:50.782336,AAPL,195.23
2025-09-21T22:58:50.782342,AAPL,190.18
2025-09-21T22:58:50.782348,AAPL,191.15
2025-09-21T22:58:50.782354,AAPL,194.03
2025-09-21T22:58:50.782378,AAPL,192.08
2025-09-21T22:58:50.782402,AAPL,192.51
2025-09-21T22:58:50.782410,AAPL,194.43
2025-09-21T22:58:50.782417,AAPL,195.93
2025-09-21T22:58:50.782423,AAPL,191.6
2025-09-21T22:58:50.782429,AAPL,190.29
2025-09-21T22:58:50.782435,AAPL,191.16
2025-09-21T22:58:50.782442,AAPL,195.88
2025-09-21T22:58:50.782448,AAPL,194.91
2025-09-21T22:58:50.782454,AAPL,193.0
2025-09-21T22:58:50.782460,AAPL,193.47
2025-09-21T22:58:50.782467,AAPL,191.79
2025-09-21T22:58:50.782472,AAPL,192.97
2025-09-21T22:58:50.782481,AAPL,194.68
2025-09-21T22:58:50.782487,AAPL,195.47
2025-09-21T22:58:50.782493,AAPL,193.61
2025-09-21T22:58:50.782498,AAPL,194.36
2025-09-21T22:58:50.782504,AAPL,194.85
2025-09-21T22:58:50.782510,AAPL,194.56
2025-09-21T22:58:50.782516,AAPL,191.01
2025-09-21T22:58:50.782561,AAPL,195.0
2025-09-21T22:58:50.782570,AAPL,195.93
2025-09-21T22:58:50.782576,AAPL,197.69
2025-09-21T22:58:50.782582,AAPL,199.55
2025-09-21T22:58:50.782588,AAPL,197.96
2025-09-21T22:58:50.782594,AAPL,200.78
2025-09-21T22:58:50.782599,AAPL,200.31
2025-09-21T22:58:50.782605,AAPL,203.44
2025-09-21T22:58:50.782611,AAPL,203.91
2025-09-21T22:58:50.782617,AAPL,205.11
2025-09-21T22:58:50.782623,AAPL,207.16
2025-09-21T22:58:50.782643,AAPL,206.06
2025-09-21T22:58:50.782649,AAPL,204.77
2025-09-21T22:58:50.782656,AAPL,201.81
2025-09-21T22:58:50.782661,AAPL,198.63
2025-09-21T22:58:50.782669,AAPL,201.87
2025-09-21T22:58:50.782675,AAPL,196.75
2025-09-21T22:58:50.782680,AAPL,193.55
2025-09-21T22:58:50.782686,AAPL,197.59
2025-09-21T22:58:50.782692,AAPL,196.99
2025-09-21T22:58:50.782697,AAPL,197.92
2025-09-21T22:58:50.782703,AAPL,198.36
2025-09-21T22:58:50.782709,AAPL,198.87
2025-09-21T22:58:50.782715,AAPL,199.31
2025-09-21T22:58:50.782720,AAPL,202.05
2025-09-21T22:58:50.782726,AAPL,205.6
2025-09-21T22:58:50.782732,AAPL,204.05
2025-09-21T22:58:50.782738,AAPL,207.49
2025-09-21T22:58:50.782743,AAPL,209.74
2025-09-21T22:58:50.782749,AAPL,210.29
2025-09-21T22:58:50.782755,AAPL,211.38
2025-09-21T22:58:50.782760,AAPL,209.38
2025-09-21T22:58:50.782766,AAPL,209.89
2025-09-21T22:58:50.782772,AAPL,213.28
2025-09-21T22:58:50.782777,AAPL,213.32
2025-09-21T22:58:50.782783,AAPL,214.85
2025-09-21T22:58:50.782788,AAPL,209.88
2025-09-21T22:58:50.782796,AAPL,205.87
2025-09-21T22:58:50.782801,AAPL,208.64
2025-09-21T22:58:50.782807,AAPL,211.15
2025-09-21T22:58:50.782812,AAPL,211.9
2025-09-21T22:58:50.782818,AAPL,211.19
2025-09-21T22:58:50.782824,AAPL,208.43
2025-09-21T22:58:50.782830,AAPL,208.92
2025-09-21T22:58:50.782835,AAPL,203.52
2025-09-21T22:58:50.782841,AAPL,203.74
